subject,label,peakGyro,ratio,durationCount,gySigned,gzSigned,peakAccel,accelMean,accelStd,spikeCount,classified
I,FLICK,1161.2,1.590,27,-569.3,1161.2,2.265,1.376,0.324,11,FLICK
I,FLICK,884.4,2.591,19,25.0,884.4,1.918,1.366,0.154,13,FLICK
I,FLICK,921.7,1.920,17,-296.1,921.7,2.220,1.447,0.282,17,FLICK
I,FLICK,887.6,1.624,23,-329.2,887.6,2.411,1.597,0.363,8,FLICK
I,FLICK,1133.4,1.479,26,-418.4,348.0,2.311,1.424,0.331,7,FLICK
I,FLICK,959.8,3.347,17,959.8,52.9,2.057,1.375,0.254,15,FLICK
J,TWIST,686.5,0.980,33,-412.8,686.5,1.993,1.313,0.241,8,TWIST
J,TWIST,1116.4,2.638,29,1116.4,-403.0,2.691,1.579,0.424,11,FLICK
J,TWIST,992.5,3.216,15,150.2,-158.3,2.339,1.393,0.406,11,FLICK
J,TWIST,313.5,0.991,13,-212.6,313.5,2.654,1.569,0.416,8,PINCH
J,TWIST,829.1,1.117,45,829.1,-479.6,2.017,1.348,0.251,10,TWIST
J,TWIST,644.3,0.828,27,-391.0,644.3,2.129,1.392,0.293,15,TWIST
J,TWIST,665.3,1.087,51,665.3,-274.8,2.135,1.378,0.276,8,TWIST
J,TWIST,771.8,1.030,34,-548.6,771.8,2.006,1.335,0.235,12,TWIST
J,TWIST,644.2,1.987,33,-177.0,644.2,1.745,1.251,0.143,10,TWIST
J,TWIST,620.2,1.716,45,620.2,120.8,2.228,1.334,0.215,15,TWIST
J,TWIST,739.6,1.017,54,739.6,-385.2,2.167,1.299,0.279,11,TWIST
J,TWIST,113.0,0.773,0,91.3,113.0,2.251,1.275,0.294,11,NONE
J,TWIST,858.0,1.115,36,858.0,-341.7,1.984,1.253,0.367,13,TWIST
J,TWIST,697.0,1.671,31,-201.3,697.0,2.116,1.256,0.162,5,TWIST
J,TWIST,642.9,1.023,37,642.9,-340.1,2.263,1.407,0.350,11,TWIST
J,TWIST,824.5,1.321,21,-444.7,-179.6,2.375,1.447,0.416,10,FLICK
J,PINCH,510.4,1.354,13,510.4,18.6,2.446,1.483,0.352,11,PINCH
J,PINCH,303.5,1.420,17,-201.6,303.5,2.366,1.501,0.308,14,PINCH
J,PINCH,512.8,0.982,17,512.8,-334.6,2.495,1.651,0.317,8,PINCH
J,PINCH,392.5,0.850,18,-288.8,392.5,2.598,1.621,0.371,8,PINCH
J,PINCH,552.6,3.876,10,132.2,552.6,2.144,1.367,0.346,10,PINCH
J,PINCH,349.0,0.777,9,349.0,241.7,2.051,1.398,0.293,18,PINCH
J,PINCH,549.0,1.740,16,-23.4,292.1,2.340,1.363,0.344,14,PINCH
J,PINCH,345.2,0.641,13,268.3,270.2,2.403,1.601,0.407,9,PINCH
J,PINCH,543.9,1.065,18,363.6,147.3,2.352,1.476,0.350,13,PINCH
J,PINCH,379.3,0.951,11,-174.7,-224.1,2.442,1.556,0.301,12,PINCH
J,PINCH,370.1,0.968,11,370.1,119.6,2.355,1.382,0.361,5,PINCH
J,PINCH,413.9,1.053,9,-149.8,413.9,2.249,1.580,0.312,11,PINCH
J,PINCH,454.6,1.447,15,454.6,-281.8,2.585,1.516,0.385,12,PINCH
J,PINCH,348.3,0.980,13,348.3,221.5,2.391,1.272,0.269,11,PINCH
J,PINCH,955.1,1.322,21,955.1,422.0,2.166,1.559,0.320,9,FLICK
J,PINCH,186.6,0.845,0,136.7,-84.2,2.183,1.248,0.265,5,NONE
J,PINCH,373.1,1.970,14,46.6,142.8,2.432,1.526,0.286,11,PINCH
J,PINCH,88.1,2.024,0,-27.1,-16.5,2.359,1.330,0.338,6,NONE
J,PINCH,577.8,1.501,18,-82.9,302.0,2.770,1.389,0.422,11,PINCH
J,GARBAGE,76.7,0.714,0,59.3,76.7,2.374,1.321,0.385,3,NONE
J,GARBAGE,267.6,3.105,9,22.2,-63.9,1.860,1.045,0.260,2,NONE
J,GARBAGE,358.7,1.288,21,97.3,358.7,2.255,1.321,0.324,11,NONE
J,GARBAGE,137.5,1.094,0,137.5,-88.8,2.362,1.278,0.326,3,NONE
J,GARBAGE,126.4,1.023,0,-56.4,126.4,2.212,1.321,0.310,6,NONE
J,GARBAGE,120.7,0.688,0,80.6,120.7,2.666,1.272,0.351,5,NONE
J,GARBAGE,337.2,2.315,19,-93.4,337.2,2.230,1.326,0.367,6,NONE
J,GARBAGE,78.5,0.814,0,78.5,40.3,2.517,1.265,0.425,5,NONE
J,GARBAGE,146.1,0.831,0,-108.4,67.4,1.746,1.025,0.174,2,NONE
J,GARBAGE,134.9,2.159,0,-32.6,134.9,2.747,1.511,0.437,8,NONE
J,GARBAGE,178.8,1.849,0,-39.5,178.8,1.817,1.023,0.223,3,NONE
J,GARBAGE,385.8,1.798,20,385.8,-40.6,2.968,1.298,0.469,3,NONE
J,GARBAGE,92.2,1.104,0,-62.5,92.2,2.277,1.289,0.361,7,NONE
J,GARBAGE,260.1,2.366,6,260.1,-75.3,1.902,1.006,0.265,4,NONE
J,GARBAGE,355.2,2.309,7,-12.6,-141.2,2.580,1.480,0.336,13,PINCH
J,GARBAGE,179.7,0.861,0,179.7,-104.7,2.198,1.335,0.283,3,NONE
J,GARBAGE,114.3,0.822,0,114.3,89.1,1.912,1.248,0.226,6,NONE
J,GARBAGE,425.1,1.619,17,425.1,169.0,2.327,1.392,0.322,13,PINCH
J,GARBAGE,355.2,0.926,20,-244.3,355.2,2.131,1.295,0.331,7,NONE
J,GARBAGE,112.8,0.809,0,-77.0,112.8,1.885,1.270,0.235,5,NONE
J,GARBAGE,85.8,1.682,0,85.8,12.2,2.775,1.400,0.399,10,NONE
J,GARBAGE,70.1,0.970,0,35.2,37.1,2.101,1.279,0.210,10,NONE
J,GARBAGE,160.2,0.987,0,-73.5,160.2,2.086,1.311,0.328,5,NONE
J,GARBAGE,282.3,0.780,9,161.2,282.3,1.843,1.056,0.203,2,NONE
J,GARBAGE,357.0,1.017,21,357.0,224.7,1.681,0.998,0.199,2,NONE
J,GARBAGE,76.4,1.845,0,15.4,26.0,2.194,1.257,0.322,7,NONE
J,GARBAGE,158.1,0.834,0,158.1,108.1,2.361,1.347,0.356,3,NONE
J,FLICK,789.7,1.655,17,789.7,-441.4,2.360,1.511,0.371,13,FLICK
J,FLICK,853.5,2.071,25,853.5,-166.8,2.263,1.554,0.241,10,FLICK
J,FLICK,907.9,1.469,29,907.9,-494.6,2.509,1.571,0.343,12,FLICK
J,FLICK,1000.3,1.434,23,482.6,1000.3,1.961,1.467,0.185,13,FLICK
J,FLICK,957.8,1.507,15,-216.3,957.8,2.188,1.519,0.343,9,FLICK
J,FLICK,828.6,4.422,24,828.6,85.2,3.047,1.546,0.379,12,FLICK
J,FLICK,777.0,6.559,15,-15.7,-102.8,2.113,1.348,0.297,4,FLICK
J,FLICK,1141.0,1.318,25,-488.8,1141.0,1.803,1.360,0.219,13,FLICK
J,FLICK,1055.2,1.981,20,475.8,1055.2,2.393,1.512,0.391,11,FLICK
J,FLICK,976.5,2.415,25,-333.4,976.5,3.081,1.394,0.387,16,FLICK
J,FLICK,944.7,1.417,25,944.7,-153.5,2.473,1.446,0.356,11,FLICK
J,FLICK,937.7,1.330,17,937.7,-537.1,2.320,1.480,0.419,14,FLICK
J,FLICK,1294.4,3.474,17,323.5,1294.4,2.512,1.582,0.387,13,FLICK
J,FLICK,785.1,5.437,17,-50.0,94.5,2.586,1.474,0.376,8,FLICK
J,FLICK,772.1,2.700,15,-274.2,-11.7,2.638,1.429,0.276,15,FLICK
J,FLICK,1226.0,1.566,25,1226.0,-616.5,1.753,1.272,0.177,11,FLICK
J,FLICK,1053.3,4.755,17,-31.0,190.5,2.641,1.543,0.354,7,FLICK
J,FLICK,1360.2,2.033,23,231.7,1360.2,1.843,1.263,0.244,9,FLICK
J,FLICK,994.3,2.441,24,120.9,994.3,2.618,1.588,0.348,11,FLICK
J,FLICK,788.0,2.686,15,74.3,-219.0,1.948,1.295,0.276,12,FLICK
J,FLICK,944.5,2.008,19,944.5,214.5,2.315,1.488,0.298,11,FLICK
J,FLICK,1308.6,3.967,13,123.3,206.6,2.252,1.439,0.305,10,FLICK
